proteinID	Result_Value	Result_Type	Dose	DoseUnit	Repeat	ProjectName	ExperimentName	SampleGroup	SampleName
Protein_195	3953.8	Intensity	0	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R2
Protein_196	16427	Intensity	10000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R1
Protein_196	7526.6	Intensity	1000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R1
Protein_196	9575.5	Intensity	0	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R1
Protein_196	15686	Intensity	10000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R2
Protein_196	14057	Intensity	1000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R2
Protein_196	9332.2	Intensity	0	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R2
Protein_197	724.85	Intensity	10000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R1
Protein_197	576.95	Intensity	1000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R1
Protein_197	422.28	Intensity	0	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R1
Protein_197	757.81	Intensity	10000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R2
Protein_197	764.21	Intensity	1000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R2
Protein_197	586.84	Intensity	0	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R2
Protein_198	87564	Intensity	10000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R1
Protein_198	93326	Intensity	1000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R1
Protein_198	47194	Intensity	0	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R1
Protein_198	357340	Intensity	10000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R2
Protein_198	110010	Intensity	1000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R2
Protein_198	33947	Intensity	0	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R2
Protein_199	116550	Intensity	10000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R1
Protein_199	52649	Intensity	1000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R1
Protein_199	68448	Intensity	0	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R1
Protein_199	105220	Intensity	10000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R2
Protein_199	84182	Intensity	1000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R2
Protein_199	63332	Intensity	0	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R2
Protein_200	75304	Intensity	10000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R1
Protein_200	49232	Intensity	1000	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R1
Protein_200	53588	Intensity	0	nM	R1	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R1
Protein_200	59369	Intensity	10000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_10000nM_R2
Protein_200	54581	Intensity	1000	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_1000nM_R2
Protein_200	48611	Intensity	0	nM	R2	Project_1	Experiment_1	SampleGroup_1	SampleGroup_1_0nM_R2
